t,x,y,z,dxdt,dydt,dzdt,speed
19.089,5.979899845,9.249076825,17.85309967,32.6917698,51.42837091,7.700287289,61.42412857
19.09,6.012685374,9.300621921,17.86109546,32.87936547,51.66142111,8.2921255,61.79574783
19.091,6.045658722,9.352398851,17.86968557,33.06740129,51.89202495,8.888916841,62.1711197
19.092,6.078820314,9.404405126,17.87887495,33.25584812,52.1200954,9.490689042,62.55021149
19.093,6.112170546,9.456638168,17.88866862,33.44467623,52.3455437,10.09746896,62.9329897
19.094,6.145709783,9.509095309,17.89907157,33.63385526,52.56827936,10.70928255,63.31941999
19.095,6.179438363,9.561773792,17.91008887,33.82335429,52.78821014,11.32615481,63.70946718
19.096,6.213356588,9.614670763,17.92172557,34.01314175,53.00524203,11.94810973,64.10309526
19.097,6.247464732,9.667783278,17.93398679,34.20318546,53.21927925,12.57517029,64.50026735
19.098,6.281763033,9.721108291,17.94687762,34.39345258,53.43022422,13.20735838,64.90094572
19.099,6.3162517,9.774642662,17.96040322,34.58390962,53.63797756,13.84469474,65.30509179
19.1,6.350930905,9.828383149,17.97456874,34.77452244,53.8424381,14.48719899,65.7126661
19.101,6.385800785,9.882326407,17.98937935,34.96525621,54.04350282,15.13488947,66.12362829
19.102,6.420861446,9.936468988,18.00484025,35.15607542,54.24106689,15.78778329,66.53793713
19.103,6.456112953,9.990807338,18.02095665,35.34694385,54.43502366,16.44589625,66.95555051
19.104,6.491555337,10.0453378,18.03773379,35.53782459,54.62526461,17.10924276,67.37642539
19.105,6.527188593,10.10005659,18.05517689,35.72867998,54.81167939,17.77783581,67.80051782
19.106,6.563012676,10.15495984,18.07329121,35.91947166,54.99415577,18.45168694,68.22778294
19.107,6.599027502,10.21004355,18.09208202,36.1101605,55.1725797,19.13080616,68.65817494
19.108,6.63523295,10.26530361,18.11155458,36.30070663,55.34683524,19.81520188,69.0916471
19.109,6.671628855,10.32073579,18.13171418,36.4910694,55.51680461,20.5048809,69.52815171
19.11,6.708215013,10.37633575,18.15256611,36.68120739,55.68236813,21.19984833,69.96764013
19.111,6.74499118,10.43209902,18.17411564,36.87107841,55.8434043,21.90010751,70.41006275
19.112,6.781957067,10.48802101,18.19636809,37.06063944,55.99978973,22.60565998,70.85536895
19.113,6.819112341,10.54409701,18.21932873,37.24984668,56.15139917,23.31650543,71.30350715
19.114,6.856456627,10.60032218,18.24300286,37.43865548,56.29810552,24.0326416,71.75442475
19.115,6.893989504,10.65669154,18.26739577,37.62702038,56.43977984,24.75406425,72.20806817
19.116,6.931710505,10.71320001,18.29251275,37.81489509,56.57629134,25.48076708,72.66438277
19.117,6.969619115,10.76984236,18.31835906,38.00223245,56.70750737,26.21274168,73.1233129
19.118,7.007714775,10.82661322,18.34493999,38.18898444,56.83329349,26.94997745,73.58480187
19.119,7.045996873,10.88350709,18.37226077,38.37510219,56.95351342,27.69246155,74.04879193
19.12,7.084464751,10.94051834,18.40032665,38.56053593,57.0680291,28.44017882,74.51522427
19.121,7.1231177,10.9976412,18.42914287,38.74523502,57.17670066,29.19311173,74.98403902
19.122,7.161954959,11.05486975,18.45871461,38.92914791,57.27938647,29.95124027,75.4551752
19.123,7.200975716,11.11219793,18.48904707,39.11222216,57.37594315,30.71454194,75.92857078
19.124,7.240179106,11.16961955,18.52014541,39.29440439,57.46622559,31.48299163,76.4041626
19.125,7.27956421,11.22712824,18.55201476,39.47564033,57.55008696,32.25656157,76.88188638
19.126,7.319130053,11.28471753,18.58466023,39.65587476,57.62737875,33.03522126,77.36167674
19.127,7.358875606,11.34238076,18.61808689,39.83505154,57.69795078,33.81893739,77.84346717
19.128,7.398799784,11.40011114,18.65229978,40.01311356,57.76165125,34.60767377,78.32719002
19.129,7.438901443,11.45790172,18.6873039,40.19000279,57.81832676,35.40139125,78.81277647
19.13,7.479179379,11.5157454,18.72310421,40.36566021,57.86782232,36.20004765,79.30015659
19.131,7.519632333,11.57363492,18.75970562,40.54002588,57.90998144,37.00359769,79.78925924
19.132,7.56025898,11.63156287,18.79711302,40.71303885,57.94464609,37.8119929,80.28001215
19.133,7.601057939,11.68952166,18.83533121,40.88463723,57.97165683,38.62518154,80.77234183
19.134,7.642027762,11.74750357,18.87436496,41.05475812,57.99085275,39.44310856,81.26617365
19.135,7.683166941,11.80550071,18.91421898,41.22333767,58.00207163,40.26571547,81.76143177
19.136,7.724473902,11.863505,18.95489793,41.39031102,58.00514988,41.09294031,82.25803913
19.137,7.765947006,11.92150824,18.99640638,41.55561233,57.99992266,41.92471753,82.75591752
19.138,7.807584547,11.97950203,19.03874886,41.71917478,57.98622391,42.76097794,83.25498749
19.139,7.849384753,12.03747781,19.08192981,41.88093054,57.96388639,43.60164861,83.75516838
19.14,7.891345783,12.09542686,19.1259536,42.04081079,57.93274177,44.44665283,84.25637833
19.141,7.933465726,12.1533403,19.17082453,42.19874572,57.89262067,45.29590997,84.75853426
19.142,7.975742602,12.21120905,19.21654681,42.35466452,57.84335275,46.14933546,85.26155187
19.143,8.018174359,12.2690239,19.26312456,42.50849539,57.78476672,47.00684067,85.76534565
19.144,8.060758873,12.32677542,19.31056182,42.66016552,57.71669048,47.86833286,86.26982887
19.145,8.103493946,12.38445406,19.35886252,42.80960112,57.63895116,48.73371508,86.77491357
19.146,8.146377306,12.44205005,19.40803051,42.95672743,57.55137518,49.60288611,87.28051058
19.147,8.189406606,12.49955347,19.45806952,43.10146866,57.45378839,50.47574037,87.78652953
19.148,8.232579422,12.55695423,19.50898319,43.24374808,57.34601607,51.35216784,88.29287881
19.149,8.275893255,12.61424205,19.56077501,43.38348795,57.2278831,52.232054,88.79946563
19.15,8.319345525,12.67140648,19.61344841,43.52060959,57.09921399,53.11527975,89.30619597
19.151,8.362933575,12.72843691,19.66700664,43.65503332,56.959833,54.00172132,89.81297465
19.152,8.406654666,12.78532252,19.72145288,43.78667855,56.80956426,54.89125021,90.31970527
19.153,8.450505979,12.84205235,19.77679013,43.91546369,56.64823182,55.78373314,90.82629026
19.154,8.494484612,12.89861524,19.83302128,44.04130625,56.4756598,56.6790319,91.33263088
19.155,8.538587583,12.95499986,19.89014908,44.1641228,56.29167246,57.5770034,91.83862723
19.156,8.582811821,13.01119472,19.94817613,44.28382898,56.09609436,58.47749949,92.34417826
19.157,8.627154175,13.06718813,20.00710487,44.40033954,55.88875043,59.38036697,92.84918178
19.158,8.671611406,13.12296824,20.0669376,44.51356834,55.66946612,60.28544747,93.35353448
19.159,8.716180189,13.17852302,20.12767645,44.62342834,55.43806753,61.19257743,93.85713196
19.16,8.760857111,13.23384028,20.18932339,44.72983168,55.19438148,62.10158802,94.35986871
19.161,8.805638671,13.28890763,20.2518802,44.83268963,54.93823573,63.01230509,94.86163817
19.162,8.850521279,13.34371254,20.3153485,44.93191262,54.66945904,63.92454909,95.36233271
19.163,8.895501254,13.39824228,20.37972974,45.0274103,54.38788135,64.83813506,95.86184368
19.164,8.940574827,13.45248398,20.44502516,45.11909153,54.0933339,65.75287254,96.36006144
19.165,8.985738134,13.50642457,20.51123581,45.20686439,53.78564942,66.66856553,96.85687534
19.166,9.030987222,13.56005084,20.57836254,45.29063622,53.46466221,67.58501246,97.35217381
19.167,9.076318042,13.61334941,20.64640601,45.37031366,53.13020836,68.50200615,97.84584431
19.168,9.121726453,13.66630672,20.71536666,45.44580265,52.78212588,69.41933374,98.33777345
19.169,9.16720822,13.71890906,20.78524472,45.51700844,52.42025484,70.33677669,98.82784694
19.17,9.212759011,13.77114258,20.85604018,45.58383568,52.04443761,71.25411073,99.31594966
19.171,9.2583744,13.82299324,20.92775283,45.64618839,51.65451892,72.17110585,99.80196571
19.172,9.304049864,13.87444687,21.0003822,45.70397002,51.25034615,73.08752626,100.2857784
19.173,9.349780784,13.92548913,21.07392761,45.75708346,50.83176942,74.00313038,100.7672704
19.174,9.395562442,13.97610555,21.14838811,45.80543112,50.3986418,74.91767081,101.2463235
19.175,9.441390025,14.02628152,21.22376251,45.84891491,49.95081951,75.83089435,101.722819
19.176,9.487258618,14.07600225,21.30004937,45.8874363,49.48816209,76.74254197,102.1966376
19.177,9.53316321,14.12525285,21.37724698,45.92089639,49.01053257,77.65234884,102.6676595
19.178,9.57909869,14.17401828,21.45535337,45.94919588,48.51779772,78.56004428,103.1357642
19.179,9.625059848,14.22228337,21.53436627,45.97223517,48.0098282,79.46535184,103.6008309
19.18,9.671041374,14.27003281,21.61428318,45.9899144,47.48649876,80.36798928,104.0627382
19.181,9.717037857,14.3172512,21.69510127,46.00213346,46.94768847,81.26766857,104.5213648
19.182,9.763043787,14.36392299,21.77681743,46.00879205,46.39328091,82.16409598,104.9765885
19.183,9.809053554,14.41003253,21.85942828,46.00978974,45.82316437,83.05697206,105.4282872
19.184,9.855061446,14.45556405,21.94293009,46.00502602,45.23723209,83.9459917,105.8763388
19.185,9.901061652,14.50050169,22.02731887,45.99440034,44.63538241,84.8308442,106.3206206
19.186,9.94704826,14.54482948,22.11259029,45.97781216,44.01751908,85.7112133,106.7610101
19.187,9.993015256,14.58853136,22.19873969,45.95516101,43.38355138,86.58677722,107.197385
19.188,10.03895653,14.63159118,22.28576213,45.92634655,42.73339439,87.45720879,107.6296227
19.189,10.08486586,14.67399272,22.37365229,45.89126862,42.06696921,88.32217548,108.0576009
19.19,10.13073694,14.71571967,22.46240455,45.8498273,41.38420317,89.18133949,108.4811977
19.191,10.17656336,14.75675566,22.55201292,45.80192299,40.68503004,90.03435785,108.9002912
19.192,10.2223386,14.79708424,22.6424711,45.74745643,39.96939027,90.88088254,109.3147599
19.193,10.26805605,14.83668893,22.7337724,45.6863288,39.23723121,91.72056055,109.724483
19.194,10.31370901,14.87555319,22.82590982,45.61844179,38.48850734,92.55303402,110.12934
19.195,10.35929065,14.91366041,22.91887595,45.54369763,37.72318046,93.37794038,110.529211
19.196,10.40479408,14.950994,23.01266305,45.46199918,36.94121996,94.19491246,110.9239768
19.197,10.4502123,14.9875373,23.10726301,45.37325002,36.14260301,95.00357864,111.3135191
19.198,10.4955382,15.02327365,23.20266732,45.27735449,35.3273148,95.803563,111.6977201
19.199,10.54076459,15.05818637,23.29886711,45.17421777,34.49534873,96.59448548,112.0764635
19.2,10.58588419,15.09225879,23.39585314,45.06374597,33.64670669,97.37596203,112.4496334
19.201,10.63088961,15.12547423,23.49361576,44.94584619,32.78139919,98.14760483,112.8171155
19.202,10.67577338,15.15781604,23.59214494,44.82042661,31.89944566,98.90902242,113.1787966
19.203,10.72052793,15.18926758,23.69143026,44.68739655,31.00087461,99.65981994,113.5345646
19.204,10.7651456,15.21981226,23.79146091,44.54666657,30.08572385,100.3995993,113.8843089
19.205,10.80961866,15.24943352,23.89222565,44.39814855,29.15404071,101.1279594,114.2279207
19.206,10.85393928,15.27811485,23.99371288,44.24175575,28.20588222,101.8444965,114.5652923
19.207,10.89809952,15.30583981,24.09591057,44.07740291,27.24131532,102.548804,114.8963181
19.208,10.9420914,15.33259204,24.19880628,43.90500637,26.26041708,103.2404734,115.2208941
19.209,10.98590683,15.35835523,24.30238717,43.72448407,25.26327481,103.9190938,115.5389182
19.21,11.02953763,15.38311321,24.40663998,43.53575571,24.24998636,104.5842527,115.8502904
19.211,11.07297558,15.40684986,24.51155105,43.33874283,23.22066018,105.2355361,116.1549127
19.212,11.11621233,15.42954922,24.61710629,43.13336887,22.17541557,105.8725285,116.4526894
19.213,11.1592395,15.45119543,24.7232912,42.91955926,21.11438281,106.4948138,116.743527
19.214,11.20204861,15.47177277,24.83009088,42.69724154,20.03770335,107.101975,117.0273346
19.215,11.24463113,15.49126567,24.93748997,42.46634544,18.9455299,107.6935949,117.3040237
19.216,11.28697842,15.50965872,25.04547275,42.22680295,17.83802665,108.269256,117.5735084
19.217,11.32908183,15.52693667,25.15402303,41.97854844,16.71536934,108.8285414,117.8357056
19.218,11.3709326,15.54308447,25.26312423,41.72151873,15.57774542,109.3710345,118.0905351
19.219,11.41252192,15.55808724,25.37275936,41.4556532,14.42535416,109.89632,118.3379195
19.22,11.45384094,15.57193032,25.482911,41.18089388,13.25840674,110.4039837,118.5777845
19.221,11.49488072,15.58459928,25.59356132,40.89718551,12.07712637,110.893613,118.8100592
19.222,11.53563231,15.59607988,25.70469207,40.6044757,10.88174838,111.3647974,119.0346756
19.223,11.57608666,15.60635816,25.81628463,40.30271497,9.672520253,111.8171288,119.2515693
19.224,11.6162347,15.61542039,25.92831991,39.99185683,8.449701737,112.2502018,119.4606792
19.225,11.65606733,15.62325312,26.04077848,39.67185794,7.21356487,112.6636143,119.6619481
19.226,11.69557536,15.62984317,26.15364046,39.34267813,5.964394028,113.0569675,119.855322
19.227,11.73474961,15.63517766,26.26688559,39.00428053,4.702485949,113.4298667,120.0407511
19.228,11.77358084,15.639244,26.38049324,38.65663165,3.428149751,113.7819215,120.2181893
19.229,11.81205978,15.64202993,26.49444236,38.29970147,2.141706927,114.1127463,120.3875945
19.23,11.85017714,15.64352349,26.60871153,37.93346354,0.8434913375,114.4219604,120.5489284
19.231,11.8879236,15.6437131,26.72327895,37.55789504,-0.4661508209,114.7091889,120.7021573
19.232,11.92528981,15.6425875,26.83812246,37.17297689,-1.786861055,114.9740628,120.8472515
19.233,11.96226643,15.64013581,26.9532195,36.77869384,-3.118268633,115.2162195,120.9841856
19.234,11.99884407,15.63634752,27.0685472,36.37503451,-4.459990656,115.4353033,121.1129386
19.235,12.03501337,15.63121252,27.1840823,35.96199155,-5.811632142,115.6309655,121.2334941
19.236,12.07076493,15.62472109,27.29980121,35.53956162,-7.172786136,115.8028654,121.3458402
19.237,12.10608936,15.61686392,27.41568,35.10774556,-8.543033818,115.9506702,121.4499697
19.238,12.14097729,15.60763213,27.53169441,34.66654842,-9.921944649,116.0740556,121.54588
19.239,12.17541934,15.59701729,27.64781987,34.21597954,-11.30907651,116.1727063,121.6335733
19.24,12.20940613,15.58501139,27.76403148,33.7560526,-12.70397589,116.2463164,121.7130567
19.241,12.24292833,15.5716069,27.88030406,33.28678576,-14.10617804,116.2945898,121.7843421
19.242,12.2759766,15.55679676,27.99661212,32.80820163,-15.5152072,116.3172406,121.8474465
19.243,12.30854163,15.54057438,28.1129299,32.32032741,-16.93057681,116.3139937,121.9023918
19.244,12.34061417,15.52293366,28.22923138,31.82319493,-18.35178973,116.2845846,121.9492048
19.245,12.37218495,15.50386902,28.34549027,31.31684067,-19.77833852,116.2287609,121.9879176
19.246,12.40324479,15.48337538,28.46168002,30.80130588,-21.20970569,116.1462815,122.0185673
19.247,12.43378452,15.46144818,28.57777387,30.27663658,-22.64536398,116.036918,122.0411962
19.248,12.46379503,15.4380834,28.69374482,29.74288364,-24.08477668,115.9004543,122.0558515
19.249,12.49326728,15.41327755,28.80956568,29.20010278,-25.52739794,115.7366876,122.062586
19.25,12.52219225,15.38702772,28.92520903,28.64835467,-26.97267311,115.5454284,122.0614573
19.251,12.55056102,15.35933151,29.04064731,28.08770492,-28.42003909,115.3265011,122.0525283
19.252,12.57836471,15.33018713,29.15585276,27.51822416,-29.8689247,115.0797442,122.035867
19.253,12.60559455,15.29959335,29.27079747,26.93998799,-31.31875106,114.8050105,122.0115468
19.254,12.6322418,15.26754951,29.38545341,26.35307711,-32.768932,114.502168,121.9796461
19.255,12.65829784,15.23405556,29.4997924,25.75757724,-34.21887448,114.1710995,121.9402482
19.256,12.68375412,15.19911204,29.61378617,25.15357919,-35.66797899,113.8117035,121.8934417
19.257,12.7086022,15.16272009,29.72740634,24.54117889,-37.11564006,113.4238942,121.8393203
19.258,12.73283371,15.12488144,29.84062446,23.92047733,-38.56124664,113.0076018,121.7779826
19.259,12.75644042,15.08559848,29.95341203,23.29158063,-40.00418264,112.5627728,121.709532
19.26,12.77941418,15.04487418,30.06574048,22.65459999,-41.44382738,112.0893704,121.634077
19.261,12.80174696,15.00271213,30.17758124,22.0096517,-42.87955613,111.5873745,121.5517308
19.262,12.82343087,14.95911658,30.2889057,21.35685713,-44.31074057,111.0567821,121.4626112
19.263,12.8444581,14.91409238,30.39968527,20.69634273,-45.73674935,110.4976073,121.3668409
19.264,12.86482102,14.86764502,30.5098914,20.02823995,-47.15694862,109.9098818,121.2645468
19.265,12.8845121,14.81978063,30.61949554,19.35268528,-48.57070257,109.2936547,121.1558605
19.266,12.90352396,14.77050597,30.72846923,18.66982017,-49.97737401,108.648993,121.0409178
19.267,12.92184935,14.71982845,30.83678407,17.97979101,-51.37632489,107.9759816,120.9198587
19.268,12.9394812,14.66775611,30.94441177,17.28274909,-52.76691691,107.274723,120.7928273
19.269,12.95641256,14.61429762,31.05132414,16.57885054,-54.14851209,106.5453382,120.6599716
19.27,12.97263667,14.5594623,31.15749312,15.86825627,-55.52047335,105.7879661,120.5214433
19.271,12.9881469,14.50326009,31.2628908,15.15113194,-56.88216511,105.0027638,120.3773979
19.272,13.00293681,14.4457016,31.36748943,14.42764787,-58.23295389,104.1899066,120.2279942
19.273,13.01700013,14.38679803,31.47126146,13.69797897,-59.5722089,103.349588,120.0733944
19.274,13.03033077,14.32656124,31.57417952,12.96230467,-60.89930266,102.4820196,119.9137638
19.275,13.0429228,14.26500369,31.67621649,12.22080885,-62.21361158,101.5874312,119.7492707
19.276,13.05477051,14.20213848,31.77734546,11.47367972,-63.51451662,100.6660707,119.5800859
19.277,13.06586835,14.13797933,31.8775398,10.72110978,-64.80140383,99.71820382,119.406383
19.278,13.07621098,14.07254055,31.97677313,9.963295686,-66.073665,98.74411424,119.2283379
19.279,13.08579326,14.00583707,32.07501938,9.200438143,-67.33069826,97.74410334,119.0461286
19.28,13.09461024,13.93788443,32.1722528,8.432741831,-68.57190869,96.71849006,118.8599349
19.281,13.1026572,13.86869873,32.26844794,7.660415269,-69.79670889,95.6676107,118.6699384
19.282,13.1099296,13.79829667,32.36357972,6.883670707,-71.00451958,94.59181875,118.4763221
19.283,13.11642314,13.72669554,32.4576234,6.102724005,-72.19477024,93.49148463,118.2792703
19.284,13.12213372,13.65391317,32.55055464,5.317794504,-73.3668996,92.36699545,118.0789683
19.285,13.12705748,13.57996797,32.64234947,4.5291049,-74.52035631,91.21875474,117.8756019
19.286,13.13119075,13.50487886,32.73298437,3.736881108,-75.65459942,90.04718216,117.6693576
19.287,13.13453014,13.42866535,32.8224362,2.94135212,-76.769099,88.85271316,117.4604221
19.288,13.13707243,13.35134742,32.91068231,2.142749871,-77.86333664,87.63579865,117.248982
19.289,13.13881469,13.2729456,32.99770047,1.341309081,-78.93680601,86.39690466,117.0352237
19.29,13.13975418,13.1934809,33.08346895,0.5372671146,-79.98901336,85.13651193,116.8193331
19.291,13.13988844,13.11297482,33.1679665,-0.2691361799,-81.01947804,83.85511553,116.6014951
19.292,13.13921521,13.03144934,33.25117235,-1.077658624,-82.02773298,82.55322442,116.3818937
19.293,13.13773249,12.94892691,33.33306629,-1.888055873,-83.01332518,81.23136103,116.1607116
19.294,13.13543855,12.86543039,33.4136286,-2.700081577,-83.97581616,79.89006078,115.9381298
19.295,13.13233187,12.78098312,33.49284011,-3.513487547,-84.91478241,78.52987162,115.7143276
19.296,13.1284112,12.69560881,33.57068223,-4.328023928,-85.82981579,77.15135356,115.4894819
19.297,13.12367553,12.60933159,33.6471369,-5.143439368,-86.72052397,75.75507808,115.2637675
19.298,13.11812411,12.52217599,33.72218666,-5.959481192,-87.58653081,74.34162772,115.0373566
19.299,13.11175644,12.43416689,33.79581463,-6.775895579,-88.4274767,72.91159544,114.8104183
19.3,13.10457228,12.34532951,33.86800453,-7.592427741,-89.24301896,71.46558413,114.5831188
19.301,13.09657163,12.25568942,33.93874068,-8.408822098,-90.0328321,70.00420601,114.3556208
19.302,13.08775477,12.16527252,34.00800802,-9.224822462,-90.79660817,68.52808207,114.1280835
19.303,13.07812221,12.07410498,34.07579213,-10.04017222,-91.53405701,67.03784149,113.9006622
19.304,13.06767473,11.98221327,34.14207921,-10.85461452,-92.24490656,65.53412101,113.6735082
19.305,13.05641337,11.88962412,34.2068561,-11.66789243,-92.92890303,64.01756437,113.4467685
19.306,13.04433942,11.7963645,34.27011028,-12.47974917,-93.58581114,62.48882164,113.2205857
19.307,13.03145443,11.7024616,34.3318299,-13.28992824,-94.21541434,60.94854864,112.9950976
19.308,13.0177602,11.60794284,34.39200375,-14.09817366,-94.81751491,59.39740631,112.7704372
19.309,13.00325881,11.5128358,34.45062131,-14.90423009,-95.39193415,57.83606003,112.5467326
19.31,12.98795256,11.41716825,34.50767269,-15.70784308,-95.93851247,56.26517905,112.3241064
19.311,12.97184402,11.3209681,34.56314871,-16.5087592,-96.45710949,54.68543582,112.1026761
19.312,12.95493602,11.2242634,34.61704084,-17.30672624,-96.9476041,53.09750533,111.8825535
19.313,12.93723164,11.1270823,34.66934122,-18.1014934,-97.40989451,51.50206449,111.6638449
19.314,12.91873419,11.02945304,34.72004269,-18.89281147,-97.84389825,49.89979151,111.4466507
19.315,12.89944724,10.93140395,34.76913875,-19.68043296,-98.24955217,48.29136521,111.2310653
19.316,12.87937463,10.8329634,34.81662359,-20.46411234,-98.6268124,46.67746442,111.0171775
19.317,12.85852042,10.7341598,34.86249208,-21.24360618,-98.97565433,45.05876734,110.8050697
19.318,12.8368889,10.63502157,34.90673976,-22.01867332,-99.29607245,43.4359509,110.5948182
19.319,12.81448462,10.53557712,34.94936284,-22.78907502,-99.58808032,41.80969014,110.3864932
19.32,12.79131238,10.43585486,34.99035821,-23.55457517,-99.85171041,40.18065762,110.1801585
19.321,12.76737719,10.33588314,35.02972345,-24.31494041,-100.0870139,38.54952277,109.9758719
19.322,12.74268429,10.23569026,35.06745678,-25.06994033,-100.2940607,36.91695132,109.7736845
19.323,12.71723917,10.13530441,35.10355709,-25.81934757,-100.4729389,35.28360467,109.5736416
19.324,12.69104753,10.03475373,35.13802395,-26.562938,-100.623755,33.65013938,109.3757817
19.325,12.66411531,9.934066215,35.17085755,-27.3004909,-100.7466331,32.01720653,109.1801374
19.326,12.63644864,9.833269731,35.20205875,-28.03178904,-100.8417152,30.38545119,108.9867349
19.327,12.60805388,9.732391997,35.23162906,-28.75661886,-100.9091608,28.75551189,108.7955943
19.328,12.57893762,9.631460563,35.25957059,-29.47477061,-100.9491462,27.12802006,108.6067295
19.329,12.54910664,9.530502794,35.28588612,-30.18603843,-100.9618647,25.50359953,108.4201486
19.33,12.51856791,9.429545853,35.31057902,-30.89022056,-100.9475258,23.88286605,108.2358535
19.331,12.48732862,9.328616686,35.33365329,-31.58711937,-100.9063553,22.26642673,108.0538403
19.332,12.45539616,9.227742006,35.35511351,-32.27654156,-100.8385945,20.65487968,107.8740995
19.333,12.4227781,9.126948275,35.37496487,-32.95829821,-100.7445003,19.04881345,107.6966158
19.334,12.38948218,9.026261693,35.39321315,-33.6322049,-100.6243443,17.44880667,107.5213687
19.335,12.35551636,8.925708178,35.40986469,-34.29808184,-100.4784127,15.85542759,107.3483321
19.336,12.32088875,8.825313359,35.4249264,-34.95575394,-100.3070056,14.2692337,107.1774749
19.337,12.28560765,8.725102555,35.43840574,-35.60505092,-100.110437,12.69077135,107.008761
19.338,12.2496815,8.625100764,35.4503107,-36.24580735,-99.88903393,11.12057538,106.8421492
19.339,12.21311893,8.525332652,35.46064982,-36.8778628,-99.64313622,9.559168756,106.677594
19.34,12.17592873,8.425822539,35.46943214,-37.50106187,-99.37309589,8.007062311,106.5150453
19.341,12.13811981,8.326594386,35.47666721,-38.11525424,-99.07927678,6.464754379,106.3544486
19.342,12.09970127,8.227671787,35.48236508,-38.72029481,-98.76205399,4.93273054,106.1957455
19.343,12.06068232,8.129077951,35.48653626,-39.31604367,-98.42181342,3.411463354,106.0388737
19.344,12.02107232,8.0308357,35.48919174,-39.90236622,-98.05895127,1.901412116,105.883767
19.345,11.98088077,7.932967454,35.49034297,-40.47913317,-97.67387351,0.4030226392,105.7303562
19.346,11.94011728,7.83549522,35.49000182,-41.04622062,-97.26699539,-1.083272955,105.5785684
19.347,11.8987916,7.738440589,35.48818059,-41.60351007,-96.83874092,-2.557056412,105.4283279
19.348,11.85691357,7.64182472,35.48489201,-42.15088846,-96.38954236,-4.017923508,105.2795563
19.349,11.81449316,7.545668339,35.48014918,-42.6882482,-95.91983969,-5.465484191,105.1321725
19.35,11.77154044,7.449991726,35.4739656,-43.21548717,-95.43008011,-6.899362704,104.986093
19.351,11.72806559,7.354814713,35.46635514,-43.73250877,-94.9207175,-8.319197683,104.8412323
19.352,11.68407886,7.260156672,35.45733201,-44.2392219,-94.39221193,-9.72464224,104.6975028
19.353,11.63959061,7.166036515,35.44691076,-44.73554096,-93.84502911,-11.11536403,104.5548154
19.354,11.59461127,7.072472683,35.43510629,-45.22138589,-93.2796399,-12.49104529,104.4130795
19.355,11.54915136,6.979483145,35.42193379,-45.6966821,-92.6965198,-13.85138287,104.2722031
19.356,11.50322145,6.887085394,35.40740874,-46.16136053,-92.09614844,-15.19608823,104.1320933
19.357,11.4568322,6.795296438,35.39154691,-46.61535757,-91.47900907,-16.52488743,103.9926563
19.358,11.40999431,6.704132803,35.37436435,-47.05861509,-90.84558809,-17.83752112,103.8537977
19.359,11.36271856,6.613610526,35.35587734,-47.49108036,-90.19637452,-19.13374449,103.7154225
19.36,11.31501576,6.523745154,35.33610241,-47.9127061,-89.53185955,-20.41332716,103.5774358
19.361,11.26689678,6.434551743,35.31505631,-48.32345034,-88.85253605,-21.67605318,103.4397424
19.362,11.2183725,6.346044854,35.29275599,-48.72327649,-88.1588981,-22.92172088,103.3022472
19.363,11.16945387,6.258238553,35.26921861,-49.11215321,-87.45144054,-24.15014278,103.1648557
19.364,11.12015185,6.171146414,35.24446151,-49.49005441,-86.73065851,-25.36114545,103.0274736
19.365,11.07047743,6.084781513,35.21850218,-49.85695918,-85.99704699,-26.55456941,102.8900074
19.366,11.02044161,5.999156432,35.19135828,-50.21285176,-85.25110042,-27.73026893,102.7523645
19.367,10.9700554,5.914283259,35.1630476,-50.55772143,-84.49331223,-28.88811191,102.6144533
19.368,10.91932984,5.83017359,35.13358805,-50.8915625,-83.72417442,-30.02797966,102.476183
19.369,10.86827595,5.74683853,35.10299766,-51.21437423,-82.94417723,-31.14976676,102.3374645
19.37,10.81690477,5.664288693,35.07129457,-51.52616074,-82.15380865,-32.25338082,102.1982098
19.371,10.7652273,5.582534208,35.03849699,-51.82693096,-81.35355414,-33.33874228,102.0583327
19.372,10.71325457,5.501584719,35.00462319,-52.11669854,-80.54389618,-34.4057842,101.9177485
19.373,10.66099757,5.42144939,34.96969154,-52.39548178,-79.72531397,-35.45445201,101.7763743
19.374,10.60846726,5.342136907,34.93372043,-52.66330356,-78.89828309,-36.48470331,101.6341291
19.375,10.55567461,5.263655483,34.89672828,-52.92019123,-78.0632751,-37.49650757,101.4909338
19.376,10.50263052,5.18601286,34.85873357,-53.16617655,-77.22075733,-38.48984593,101.3467115
19.377,10.44934588,5.109216317,34.81975475,-53.40129558,-76.37119249,-39.46471088,101.2013874
19.378,10.39583153,5.033272672,34.7798103,-53.62558861,-75.51503841,-40.42110606,101.054889
19.379,10.34209829,4.958188286,34.73891869,-53.83910006,-74.65274776,-41.3590459,100.907146
19.38,10.28815691,4.883969073,34.69709836,-54.04187838,-73.7847678,-42.27855545,100.7580906
19.381,10.2340181,4.8106205,34.65436771,-54.23397596,-72.91154007,-43.17966999,100.6076574
19.382,10.1796925,4.738147597,34.61074513,-54.41544903,-72.03350024,-44.0624348,100.4557834
19.383,10.12519072,4.66655496,34.56624894,-54.58635759,-71.15107779,-44.92690487,100.3024082
19.384,10.07052329,4.595846761,34.5208974,-54.74676524,-70.26469586,-45.77314458,100.147474
19.385,10.01570067,4.526026749,34.4747087,-54.89673917,-69.37477102,-46.60122741,99.9909257
19.386,9.960733261,4.457098263,34.42770097,-55.03634998,-68.4817131,-47.41123567,99.83271065
