t,x,y,z,dxdt,dydt,dzdt,speed
13.03,-7.104389625,-12.127958,14.86268913,-50.23568377,-81.20461708,46.52790134,106.2198633
13.031,-7.154780048,-12.20928531,14.90974988,-50.54505262,-81.44857507,47.59541792,107.0233457
13.032,-7.205479499,-12.29085226,14.95788358,-50.85372759,-81.68385022,48.67379443,107.8308456
13.033,-7.256487245,-12.37265002,15.00710109,-51.16162776,-81.91015517,49.76304081,108.6422842
13.034,-7.307802469,-12.45466948,15.05741329,-51.46867012,-82.12719765,50.86316228,109.4575803
13.035,-7.359424271,-12.53690123,15.10883104,-51.77476959,-82.33468048,51.97415908,110.2766502
13.036,-7.411351665,-12.61933556,15.16136523,-52.0798389,-82.53230162,53.09602629,111.0994079
13.037,-7.463583576,-12.70196244,15.21502672,-52.38378868,-82.71975418,54.22875369,111.9257646
13.038,-7.516118838,-12.78477157,15.26982635,-52.68652732,-82.8967264,55.3723255,112.7556289
13.039,-7.568956195,-12.8677523,15.32577497,-52.98796102,-83.06290173,56.5267202,113.5889068
13.04,-7.622094293,-12.95089367,15.38288339,-53.28799374,-83.21795884,57.69191034,114.4255018
13.041,-7.675531683,-13.0341844,15.44116238,-53.58652717,-83.36157164,58.86786231,115.2653145
13.042,-7.729266815,-13.11761289,15.50062269,-53.88346071,-83.49340936,60.05453612,116.1082428
13.043,-7.783298037,-13.20116718,15.56127501,-54.17869145,-83.61313659,61.25188524,116.9541819
13.044,-7.837623595,-13.28483501,15.62313,-54.47211414,-83.72041333,62.45985632,117.8030241
13.045,-7.892241627,-13.36860374,15.68619825,-54.76362117,-83.81489504,63.67838897,118.6546588
13.046,-7.947150162,-13.45246042,15.75049028,-55.05310256,-83.89623276,64.90741558,119.5089728
13.047,-8.002347119,-13.53639171,15.81601655,-55.34044591,-83.96407315,66.14686107,120.3658497
13.048,-8.057830303,-13.62038395,15.88278744,-55.62553643,-84.01805857,67.39664264,121.2251703
13.049,-8.113597402,-13.70442309,15.95081325,-55.90825687,-84.05782722,68.65666956,122.0868125
13.05,-8.169645987,-13.78849474,16.02010417,-56.18848753,-84.08301318,69.92684293,122.9506511
13.051,-8.225973506,-13.87258413,16.09067028,-56.46610624,-84.0932466,71.20705544,123.8165579
13.052,-8.282577287,-13.95667612,16.16252158,-56.74098837,-84.08815374,72.49719111,124.6844019
13.053,-8.339454529,-14.0407552,16.23566793,-57.01300675,-84.06735714,73.79712508,125.5540487
13.054,-8.396602303,-14.12480548,16.31011906,-57.28203174,-84.03047578,75.10672337,126.425361
13.055,-8.45401755,-14.20881067,16.38588455,-57.54793115,-83.97712516,76.42584259,127.2981985
13.056,-8.511697078,-14.29275411,16.46297386,-57.8105703,-83.90691755,77.75432974,128.1724176
13.057,-8.569637558,-14.37661875,16.54139628,-58.06981193,-83.81946205,79.09202193,129.0478718
13.058,-8.627835523,-14.46038715,16.62116092,-58.32551628,-83.71436489,80.43874616,129.9244112
13.059,-8.686287364,-14.54404147,16.70227672,-58.57754104,-83.59122949,81.79431904,130.801883
13.06,-8.74498933,-14.62756346,16.78475244,-58.82574134,-83.44965677,83.15854658,131.6801311
13.061,-8.803937523,-14.7109345,16.86859663,-59.06996979,-83.2892453,84.53122391,132.5589964
13.062,-8.863127896,-14.79413554,16.95381763,-59.31007645,-83.10959153,85.91213505,133.4383165
13.063,-8.922556251,-14.87714714,17.04042357,-59.54590885,-82.91029004,87.30105266,134.317926
13.064,-8.982218237,-14.95994944,17.12842233,-59.77731199,-82.69093379,88.69773778,135.1976562
13.065,-9.042109346,-15.04252218,17.21782155,-60.00412836,-82.45111434,90.10193962,136.0773354
13.066,-9.102224912,-15.12484471,17.30862863,-60.22619796,-82.19042215,91.51339528,136.9567885
13.067,-9.162560106,-15.20689593,17.40085067,-60.44335827,-81.90844688,92.93182956,137.8358378
13.068,-9.223109937,-15.28865437,17.49449452,-60.65544433,-81.60477765,94.35695467,138.7143019
13.069,-9.283869247,-15.37009812,17.58956671,-60.86228872,-81.27900337,95.78847004,139.5919968
13.07,-9.344832711,-15.45120487,17.68607348,-61.06372161,-80.93071303,97.22606208,140.4687352
13.071,-9.405994829,-15.5319519,17.78402075,-61.25957074,-80.5594961,98.66940396,141.3443267
13.072,-9.467349933,-15.61231608,17.88341409,-61.44966152,-80.16494282,100.1181554,142.2185782
13.073,-9.528892174,-15.69227387,17.98425875,-61.633817,-79.74664458,101.5719624,143.0912935
13.074,-9.590615529,-15.77180132,18.08655958,-61.81185795,-79.30419431,103.0304571,143.9622732
13.075,-9.652513791,-15.85087408,18.1903211,-61.98360286,-78.83718684,104.4932577,144.8313155
13.076,-9.714580574,-15.92946738,18.2955474,-62.14886802,-78.34521934,105.9599679,145.6982155
13.077,-9.776809305,-16.00755606,18.4022422,-62.30746757,-77.82789173,107.4301772,146.5627655
13.078,-9.839193225,-16.08511457,18.51040878,-62.4592135,-77.28480708,108.9034603,147.4247551
13.079,-9.901725385,-16.16211696,18.62005,-62.60391575,-76.7155721,110.3793771,148.2839714
13.08,-9.964398645,-16.23853687,18.73116826,-62.74138228,-76.11979756,111.8574728,149.1401986
13.081,-10.02720567,-16.31434758,18.84376551,-62.87141907,-75.49709882,113.3372772,149.9932188
13.082,-10.09013894,-16.38952197,18.95784322,-62.99383028,-74.84709625,114.8183052,150.8428112
13.083,-10.15319073,-16.46403255,19.07340236,-63.10841821,-74.16941579,116.3000562,151.6887529
13.084,-10.2163531,-16.53785145,19.1904434,-63.21498348,-73.46368942,117.7820143,152.5308188
13.085,-10.27961795,-16.61095046,19.30896628,-63.31332505,-72.72955575,119.2636477,153.3687813
13.086,-10.34297694,-16.68330098,19.42897041,-63.40324031,-71.96666048,120.7444096,154.202411
13.087,-10.40642155,-16.75487407,19.55045462,-63.48452519,-71.17465705,122.223737,155.0314763
13.088,-10.46994305,-16.82564047,19.67341721,-63.55697424,-70.35320712,123.7010516,155.8557439
13.089,-10.53353249,-16.89557056,19.79785586,-63.62038074,-69.50198122,125.1757592,156.6749786
13.09,-10.59718073,-16.9646344,19.92376766,-63.67453677,-68.62065932,126.6472497,157.4889436
13.091,-10.66087841,-17.03280175,20.05114908,-63.71923337,-67.70893143,128.1148975,158.2974007
13.092,-10.72461597,-17.10004203,20.17999596,-63.75426061,-66.76649821,129.5780613,159.10011
13.093,-10.78838364,-17.16632441,20.31030349,-63.77940774,-65.79307163,131.0360841,159.8968307
13.094,-10.85217142,-17.23161775,20.44206619,-63.79446329,-64.78837557,132.4882932,160.6873206
13.095,-10.91596913,-17.29589065,20.57527791,-63.79921522,-63.75214652,133.9340007,161.4713367
13.096,-10.97976635,-17.35911145,20.70993179,-63.79345102,-62.68413417,135.372503,162.2486352
13.097,-11.04355246,-17.42124825,20.84602027,-63.77695791,-61.58410215,136.8030815,163.0189716
13.098,-11.10731662,-17.48226891,20.98353507,-63.74952291,-60.45182865,138.2250024,163.7821008
13.099,-11.17104778,-17.54214109,21.12246714,-63.71093305,-59.28710711,139.6375173,164.5377777
13.1,-11.23473469,-17.60083224,21.26280671,-63.66097549,-58.08974694,141.0398627,165.2857567
13.101,-11.29836587,-17.65830964,21.40454322,-63.5994377,-56.85957419,142.4312612,166.0257926
13.102,-11.36192964,-17.7145404,21.54766532,-63.52610762,-55.59643223,143.8109207,166.7576402
13.103,-11.42541409,-17.76949147,21.69216088,-63.44077384,-54.3001825,145.1780359,167.4810547
13.104,-11.48880711,-17.82312969,21.83801694,-63.34322575,-52.97070516,146.5317873,168.1957923
13.105,-11.5520964,-17.87542177,21.98521972,-63.23325375,-51.60789983,147.8713429,168.9016097
13.106,-11.61526941,-17.92633435,22.13375461,-63.11064942,-50.21168629,149.1958574,169.5982647
13.107,-11.67831342,-17.97583399,22.28360614,-62.97520572,-48.78200517,150.5044736,170.2855165
13.108,-11.74121547,-18.02388719,22.43475797,-62.8267172,-47.31881867,151.796322,170.9631257
13.109,-11.80396244,-18.07046045,22.5871929,-62.66498017,-45.82211126,153.070522,171.6308548
13.11,-11.86654095,-18.11552025,22.74089283,-62.48979294,-44.29189033,154.326182,172.288468
13.111,-11.92893747,-18.15903307,22.89583878,-62.30095601,-42.72818696,155.5624,172.9357319
13.112,-11.99113825,-18.20096548,23.05201085,-62.09827229,-41.1310565,156.7782643,173.5724154
13.113,-12.05312934,-18.24128407,23.20938822,-61.88154734,-39.50057933,157.9728542,174.1982903
13.114,-12.1148966,-18.27995555,23.36794915,-61.65058957,-37.83686147,159.1452403,174.813131
13.115,-12.17642571,-18.31694676,23.52767098,-61.40521049,-36.14003523,160.2944854,175.4167155
13.116,-12.23770215,-18.35222464,23.6885301,-61.14522492,-34.41025986,161.4196454,176.0088248
13.117,-12.29871123,-18.38575635,23.85050193,-60.87045127,-32.64772214,162.5197696,176.5892441
13.118,-12.35943806,-18.41750924,24.01356097,-60.58071173,-30.85263702,163.5939021,177.157762
13.119,-12.4198676,-18.44745086,24.17768075,-60.27583256,-29.02524816,164.641082,177.7141719
13.12,-12.47998463,-18.47554906,24.34283383,-59.9556443,-27.16582851,165.6603446,178.2582713
13.121,-12.53977374,-18.50177194,24.50899181,-59.61998206,-25.27468085,166.6507223,178.7898627
13.122,-12.59921938,-18.52608795,24.67612532,-59.26868574,-23.35213828,167.6112455,179.3087535
13.123,-12.65830584,-18.54846587,24.84420403,-58.9016003,-21.39856473,168.5409432,179.8147564
13.124,-12.71701727,-18.56887487,25.01319661,-58.51857603,-19.41435539,169.4388447,180.3076899
13.125,-12.77533763,-18.58728451,25.18307079,-58.1194688,-17.39993718,170.3039799,180.787378
13.126,-12.8332508,-18.60366483,25.35379333,-57.7041403,-15.35576907,171.1353809,181.2536511
13.127,-12.89074046,-18.6179863,25.52532999,-57.27245835,-13.28234253,171.9320827,181.706346
13.128,-12.94779022,-18.63021993,25.69764561,-56.82429713,-11.18018178,172.6931245,182.1453059
13.129,-13.00438353,-18.64033727,25.87070403,-56.35953745,-9.049844114,173.4175508,182.5703811
13.13,-13.06050372,-18.64831043,26.04446819,-55.87806701,-6.891920125,174.1044126,182.9814292
13.131,-13.11613405,-18.65411212,26.21890002,-55.37978069,-4.707033931,174.7527685,183.3783149
13.132,-13.17125765,-18.65771572,26.39396058,-54.86458077,-2.495843321,175.3616861,183.760911
13.133,-13.22585755,-18.65909527,26.56960994,-54.33237724,-0.2590398726,175.9302428,184.1290978
13.134,-13.27991671,-18.65822551,26.7458073,-53.78308801,2.002650975,176.4575278,184.4827642
13.135,-13.333418,-18.65508193,26.92251094,-53.21663923,4.288469906,176.9426427,184.8218073
13.136,-13.38634424,-18.64964079,27.09967824,-52.63296546,6.597623754,177.384703,185.146133
13.137,-13.43867817,-18.64187918,27.27726571,-52.03201002,8.929285586,177.7828396,185.4556558
13.138,-13.49040249,-18.631775,27.45522899,-51.41372515,11.28259484,178.1361999,185.7502995
13.139,-13.54149983,-18.61930707,27.6335229,-50.77807233,13.6566575,178.4439492,186.0299974
13.14,-13.59195283,-18.60445508,27.81210141,-50.12502246,16.05054636,178.7052721,186.2946918
13.141,-13.64174407,-18.58719969,27.9909177,-49.45455612,18.46330134,178.919374,186.5443352
13.142,-13.69085614,-18.56752252,28.16992416,-48.76666381,20.8939298,179.0854818,186.7788896
13.143,-13.73927159,-18.54540621,28.34907242,-48.06134617,23.341407,179.2028463,186.9983272
13.144,-13.78697302,-18.52083444,28.52831337,-47.33861416,25.80467657,179.2707425,187.2026304
13.145,-13.83394302,-18.49379195,28.70759718,-46.59848931,28.28265107,179.2884717,187.3917918
13.146,-13.88016422,-18.46426461,28.88687336,-45.84100392,30.77421253,179.2553626,187.5658146
13.147,-13.92561926,-18.43223938,29.06609075,-45.06620124,33.27821323,179.1707724,187.7247124
13.148,-13.97029086,-18.39770443,29.24519754,-44.27413564,35.79347629,179.0340886,187.8685096
13.149,-14.0141618,-18.36064908,29.42414137,-43.4648728,38.3187966,178.8447299,187.9972414
13.15,-14.0572149,-18.32106389,29.60286926,-42.6384899,40.85294157,178.6021477,188.1109534
13.151,-14.0994331,-18.27894067,29.78132775,-41.79507572,43.39465209,178.3058272,188.2097027
13.152,-14.14079941,-18.23427249,29.95946284,-40.93473084,45.94264351,177.9552888,188.2935567
13.153,-14.18129696,-18.18705373,30.1372201,-40.05756772,48.4956067,177.5500894,188.3625941
13.154,-14.22090898,-18.13728007,30.31454467,-39.16371086,51.05220909,177.0898232,188.4169042
13.155,-14.25961886,-18.08494855,30.49138127,-38.2532969,53.61109593,176.5741233,188.4565874
13.156,-14.2974101,-18.03005757,30.66767433,-37.32647467,56.17089142,176.0026625,188.4817549
13.157,-14.33426639,-17.97260693,30.84336791,-36.38340535,58.73020007,175.3751543,188.4925286
13.158,-14.37017156,-17.91259781,31.01840587,-35.42426248,61.28760798,174.6913545,188.4890411
13.159,-14.40510962,-17.85003282,31.19273179,-34.44923201,63.84168428,173.9510614,188.4714355
13.16,-14.43906479,-17.78491603,31.36628911,-33.45851238,66.39098257,173.1541172,188.4398656
13.161,-14.47202149,-17.71725294,31.53902111,-32.4523145,68.93404241,172.3004089,188.3944952
13.162,-14.50396434,-17.64705051,31.71087098,-31.43086179,71.46939088,171.3898687,188.3354985
13.163,-14.5348782,-17.57431722,31.88178189,-30.39439016,73.99554421,170.4224752,188.2630595
13.164,-14.56474819,-17.49906299,32.05169699,-29.34314797,76.51100938,169.3982541,188.1773721
13.165,-14.59355966,-17.42129926,32.22055948,-28.27739601,79.01428584,168.3172782,188.0786395
13.166,-14.62129824,-17.34103898,32.38831267,-27.19740744,81.50386725,167.179669,187.9670744
13.167,-14.64794983,-17.2582966,32.5549,-26.1034677,83.97824321,165.985596,187.8428983
13.168,-14.67350062,-17.17308807,32.72026511,-24.99587446,86.4359011,164.7352782,187.7063414
13.169,-14.69793713,-17.08543087,32.88435189,-23.87493744,88.87532791,163.4289837,187.5576425
13.17,-14.72124616,-16.99534399,33.04710452,-22.74097837,91.29501207,162.0670304,187.3970482
13.171,-14.74341485,-16.90284793,33.20846752,-21.59433077,93.69344538,160.6497859,187.2248128
13.172,-14.7644307,-16.80796469,33.3683858,-20.43533984,96.06912488,159.1776678,187.0411981
13.173,-14.78428154,-16.71071776,33.52680472,-19.26436226,98.42055479,157.6511436,186.8464726
13.174,-14.80295556,-16.61113216,33.68367013,-18.08176602,100.7462484,156.0707307,186.6409114
13.175,-14.82044132,-16.50923434,33.83892841,-16.88793015,103.0447302,154.4369964,186.4247957
13.176,-14.8367278,-16.40505225,33.99252655,-15.68324456,105.3145375,152.7505574,186.1984123
13.177,-14.85180433,-16.2986153,34.14441218,-14.46810975,107.5542227,151.0120795,185.9620531
13.178,-14.86566067,-16.18995433,34.2945336,-13.24293655,109.7623549,149.2222777,185.7160147
13.179,-14.878287,-16.07910158,34.44283988,-12.00814586,111.9375224,147.381915,185.4605978
13.18,-14.8896739,-15.96609073,34.58928085,-10.76416833,114.0783338,145.4918023,185.1961071
13.181,-14.89981242,-15.85095682,34.73380719,-9.51144406,116.1834207,143.5527975,184.9228501
13.182,-14.90869402,-15.73373625,34.87637045,-8.25042226,118.2514392,141.5658051,184.6411371
13.183,-14.91631065,-15.61446674,35.01692312,-6.981560919,120.2810717,139.5317749,184.3512805
13.184,-14.92265469,-15.49318733,35.15541865,-5.705326439,122.271029,137.4517015,184.0535942
13.185,-14.927719,-15.36993833,35.29181152,-4.42219326,124.2200517,135.3266231,183.748393
13.186,-14.93149694,-15.24476128,35.42605725,-3.132643474,126.1269124,133.1576204,183.4359925
13.187,-14.93398231,-15.11769896,35.55811249,-1.837166424,127.9904172,130.9458155,183.1167078
13.188,-14.93516946,-14.98879529,35.687935,-0.5362582919,129.8094073,128.6923709,182.7908535
13.189,-14.93505319,-14.85809535,35.81548375,0.769578333,131.5827609,126.3984877,182.458743
13.19,-14.93362883,-14.72564534,35.94071891,2.079834887,133.3093942,124.0654046,182.1206878
13.191,-14.93089222,-14.59149249,36.06360192,3.393997282,134.9882636,121.6943965,181.7769971
13.192,-14.9268397,-14.45568507,36.1840955,4.711546365,136.6183667,119.2867725,181.4279771
13.193,-14.92146817,-14.31827233,36.30216371,6.031958386,138.1987438,116.8438749,181.0739308
13.194,-14.91477501,-14.17930446,36.41777195,7.354705478,139.7284792,114.3670773,180.7151569
13.195,-14.90675816,-14.03883254,36.53088703,8.679256135,141.2067023,111.8577828,180.3519499
13.196,-14.89741607,-13.8969085,36.64147716,10.00507571,142.6325892,109.3174223,179.984599
13.197,-14.88674776,-13.75358507,36.749512,11.33162692,144.0053633,106.7474531,179.613388
13.198,-14.87475276,-13.60891572,36.85496269,12.65837032,145.3242964,104.1493562,179.2385947
13.199,-14.86143114,-13.46295465,36.95780184,13.98476486,146.5887098,101.5246352,178.8604905
13.2,-14.84678352,-13.31575669,37.05800359,15.31026836,147.7979752,98.87481407,178.4793395
13.201,-14.83081108,-13.16737728,37.15554362,16.63433802,148.9515149,96.20143512,178.0953989
13.202,-14.81351551,-13.01787241,37.25039913,17.95643098,150.0488033,93.5060571,177.7089179
13.203,-14.79489906,-12.86729858,37.34254892,19.27600478,151.0893668,90.79025312,177.3201375
13.204,-14.77496452,-12.71571272,37.43197336,20.59251793,152.0727844,88.05560869,176.9292903
13.205,-14.75371522,-12.56317218,37.51865439,21.90543039,152.9986883,85.30371958,176.5365998
13.206,-14.73115504,-12.40973462,37.60257558,23.21420412,153.8667642,82.53618981,176.1422807
13.207,-14.70728837,-12.25545802,37.68372209,24.51830354,154.6767513,79.75462957,175.7465378
13.208,-14.68212016,-12.10040055,37.7620807,25.8171961,155.4284425,76.96065309,175.3495665
13.209,-14.65565589,-11.94462061,37.8376398,27.11035275,156.1216843,74.15587667,174.9515521
13.21,-14.62790155,-11.7881767,37.91038939,28.39724843,156.756377,71.34191649,174.5526697
13.211,-14.59886365,-11.63112739,37.98032111,29.6773626,157.3324745,68.52038666,174.1530843
13.212,-14.56854925,-11.47353128,38.04742818,30.95017969,157.8499836,65.69289713,173.7529501
13.213,-14.5369659,-11.31544694,38.11170545,32.21518961,158.3089642,62.86105168,173.352411
13.214,-14.50412164,-11.15693283,38.17314936,33.47188817,158.7095287,60.02644594,172.9516002
13.215,-14.47002506,-10.9980473,38.23175795,34.7197776,159.0518412,57.19066542,172.55064
13.216,-14.43468519,-10.83884849,38.28753083,35.95836698,159.3361174,54.35528357,172.1496422
13.217,-14.39811158,-10.67939432,38.34046917,37.18717265,159.5626233,51.52185993,171.7487077
13.218,-14.36031426,-10.5197424,38.39057571,38.40571867,159.731675,48.69193821,171.347927
13.219,-14.32130372,-10.35995,38.43785472,39.61353723,159.8436377,45.86704456,170.9473797
13.22,-14.28109092,-10.20007401,38.48231198,40.81016905,159.8989245,43.04868574,170.5471351
13.221,-14.23968726,-10.04017089,38.52395477,41.99516374,159.8979956,40.23834749,170.147252
13.222,-14.19710462,-9.880296593,38.56279184,43.16808024,159.8413574,37.4374928,169.7477792
13.223,-14.15335527,-9.720506561,38.5988334,44.32848712,159.7295611,34.6475604,169.3487552
13.224,-14.10845195,-9.560855659,38.63209107,45.47596294,159.5632017,31.86996317,168.9502089
13.225,-14.06240779,-9.401398133,38.6625779,46.61009661,159.3429166,29.10608667,168.5521595
13.226,-14.01523634,-9.242187575,38.69030827,47.73048766,159.0693845,26.35728778,168.1546169
13.227,-13.96695153,-9.083276874,38.71529794,48.83674656,158.7433238,23.62489333,167.7575818
13.228,-13.91756768,-8.924718185,38.73756396,49.928495,158.3654913,20.91019885,167.3610465
13.229,-13.8670995,-8.766562885,38.75712466,51.00536615,157.9366809,18.21446736,166.9649944
13.23,-13.81556203,-8.60886154,38.77399962,52.0670049,157.4577217,15.53892828,166.5694012
13.231,-13.76297068,-8.45166387,38.78820965,53.11306811,156.9294769,12.88477634,166.1742344
13.232,-13.7093412,-8.295018716,38.79977669,54.1432248,156.3528422,10.25317063,165.7794546
13.233,-13.65468964,-8.138974007,38.80872388,55.15715633,155.7287439,7.645233724,165.385015
13.234,-13.59903239,-7.983576731,38.81507541,56.15455663,155.0581376,5.062050825,164.9908622
13.235,-13.54238614,-7.828872907,38.81885658,57.13513228,154.3420062,2.504669041,164.5969368
13.236,-13.48476783,-7.674907558,38.82009369,58.09860274,153.5813588,-0.02590328679,164.2031732
13.237,-13.42619472,-7.521724684,38.81881403,59.04470037,152.7772285,-2.528697169,163.8095007
13.238,-13.36668431,-7.369367243,38.81504586,59.97317063,151.930671,-5.002783484,163.4158433
13.239,-13.30625434,-7.217877126,38.80881833,60.88377211,151.0427629,-7.447273411,163.0221206
13.24,-13.24492279,-7.067295136,38.80016146,61.77627659,150.1145999,-9.861318792,162.628248
13.241,-13.18270789,-6.917660973,38.78910611,62.65046914,149.1472952,-12.24411242,162.2341371
13.242,-13.11962803,-6.769013217,38.77568391,63.50614811,148.1419779,-14.59488825,161.8396961
13.243,-13.05570183,-6.621389308,38.75992725,64.34312518,147.0997911,-16.91292153,161.4448303
13.244,-12.99094807,-6.474825539,38.74186921,65.16122531,146.0218906,-19.19752889,161.0494425
13.245,-12.92538572,-6.329357042,38.72154355,65.96028679,144.9094429,-21.44806832,160.6534336
13.246,-12.85903389,-6.185017777,38.69898463,66.74016115,143.7636238,-23.66393913,160.2567023
13.247,-12.79191184,-6.041840524,38.67422741,67.50071315,142.5856165,-25.84458177,159.8591465
13.248,-12.72403895,-5.899856877,38.64730738,68.24182071,141.3766107,-27.98947767,159.4606629
13.249,-12.65543472,-5.759097238,38.61826053,68.96337479,140.1378002,-30.09814897,159.0611476
13.25,-12.58611875,-5.619590812,38.58712331,69.66527935,138.870382,-32.1701582,158.6604967
13.251,-12.51611074,-5.48136561,38.55393257,70.34745125,137.5755543,-34.2051079,158.2586063
13.252,-12.44543045,-5.344448441,38.51872556,71.00982006,136.2545158,-36.20264016,157.855373
13.253,-12.37409772,-5.208864916,38.48153987,71.65232799,134.9084635,-38.16243619,157.4506944
13.254,-12.30213243,-5.074639454,38.44241336,72.27492973,133.5385915,-40.08421573,157.044469
13.255,-12.2295545,-4.941795276,38.40138419,72.87759226,132.1460901,-41.9677365,156.6365969
13.256,-12.1563839,-4.810354421,38.35849071,73.46029474,130.7321441,-43.81279355,156.22698
13.257,-12.08264057,-4.680337744,38.31377148,74.02302826,129.2979315,-45.61921858,155.815522
13.258,-12.00834449,-4.551764924,38.2672652,74.5657957,127.8446224,-47.38687926,155.402129
13.259,-11.93351563,-4.424654477,38.21901068,75.08861152,126.3733781,-49.11567845,154.9867096
13.26,-11.85817391,-4.299023762,38.16904682,75.59150151,124.8853494,-50.80555341,154.569175
13.261,-11.78233926,-4.174888993,38.11741256,76.07450262,123.3816761,-52.45647501,154.1494396
13.262,-11.70603152,-4.052265249,38.06414685,76.53766273,121.8634855,-54.06844686,153.7274207
13.263,-11.62927052,-3.93116649,38.00928863,76.98104035,120.3318918,-55.64150444,153.303039
13.264,-11.55207601,-3.811605566,37.95287679,77.40470446,118.7879948,-57.17571421,152.8762188
13.265,-11.47446766,-3.693594239,37.89495012,77.80873421,117.2328794,-58.67117268,152.4468879
13.266,-11.39646506,-3.577143191,37.83554732,78.19321868,115.6676146,-60.12800547,152.014978
13.267,-11.31808771,-3.462262042,37.77470694,78.55825663,114.0932524,-61.54636637,151.5804247
13.268,-11.23935499,-3.348959373,37.71246735,78.90395619,112.5108278,-62.92643636,151.1431674
13.269,-11.1602862,-3.237242735,37.64886676,79.23043465,110.9213573,-64.2684226,150.70315
13.27,-11.08090049,-3.127118674,37.58394312,79.53781813,109.3258387,-65.57255749,150.2603202
13.271,-11.00121688,-3.018592747,37.51773417,79.82624136,107.7252506,-66.83909763,149.8146302
13.272,-10.92125428,-2.911669543,37.45027737,80.09584734,106.1205517,-68.06832286,149.3660364
13.273,-10.84103141,-2.806352701,37.38160987,80.3467871,104.51268,-69.26053519,148.9144996
13.274,-10.76056687,-2.702644935,37.31176853,80.57921938,102.9025529,-70.41605785,148.4599851
13.275,-10.67987909,-2.600548049,37.24078987,80.79331038,101.2910665,-71.53523426,148.0024625
13.276,-10.59898631,-2.500062963,37.16871005,80.98923345,99.67909528,-72.61842703,147.5419056
13.277,-10.51790662,-2.401189735,37.09556488,81.1671688,98.06749176,-73.66601695,147.078293
13.278,-10.4366579,-2.30392758,37.02138975,81.32730324,96.45708626,-74.67840202,146.6116076
13.279,-10.35525788,-2.208274894,36.94621967,81.46982985,94.84868665,-75.65599647,146.1418364
13.28,-10.27372405,-2.114229276,36.87008922,81.59494771,93.24307815,-76.59922975,145.668971
13.281,-10.19207372,-2.021787553,36.79303252,81.70286165,91.6410232,-77.50854561,145.1930073
13.282,-10.11032399,-1.930945798,36.71508328,81.7937819,90.04326132,-78.38440111,144.7139454
13.283,-10.02849175,-1.84169936,36.63627471,81.86792387,88.45050906,-79.22726574,144.2317897
13.284,-9.94659366,-1.754042879,36.55663958,81.92550781,86.86345991,-80.03762044,143.7465484
13.285,-9.864646175,-1.667970315,36.47621015,81.9667586,85.28278432,-80.81595673,143.2582342
13.286,-9.782665511,-1.58347497,36.39501818,81.99190541,83.70912974,-81.56277583,142.7668636
13.287,-9.700667655,-1.500549507,36.31309493,82.00118148,82.14312062,-82.27858775,142.272457
13.288,-9.618668359,-1.419185979,36.23047116,81.9948238,80.58535854,-82.96391049,141.7750387
13.289,-9.536683138,-1.339375848,36.1471771,81.97307291,79.0364223,-83.6192692,141.2746365
13.29,-9.454727264,-1.261110007,36.06324244,81.93617256,77.49686809,-84.24519533,140.7712821
13.291,-9.372815761,-1.184378806,35.97869634,81.88436955,75.96722961,-84.8422259,140.2650108
13.292,-9.290963409,-1.109172072,35.89356743,81.81791337,74.44801827,-85.41090269,139.755861
13.293,-9.209184735,-1.035479131,35.8078838,81.73705604,72.93972346,-85.95177154,139.2438746
13.294,-9.127494012,-0.9632888301,35.72167298,81.64205182,71.4428127,-86.46538158,138.7290969
13.295,-9.045905261,-0.8925895616,35.63496194,81.533157,69.95773197,-86.95228457,138.211576
13.296,-8.964432243,-0.8233692811,35.54777713,81.41062962,68.48490592,-87.41303421,137.6913632
13.297,-8.88308846,-0.7556155301,35.46014441,81.27472929,67.02473822,-87.84818549,137.1685126
13.298,-8.801887155,-0.6893154573,35.3720891,81.12571697,65.57761184,-88.25829407,136.6430811
13.299,-8.720841309,-0.6244558382,35.28363598,80.96385471,64.14388938,-88.64391568,136.1151281
13.3,-8.639963641,-0.5610230961,35.19480925,80.78940545,62.72391341,-89.00560551,135.5847158
13.301,-8.559266606,-0.4990033214,35.10563256,80.60263284,61.31800683,-89.3439177,135.0519086
13.302,-8.478762395,-0.4383822913,35.01612902,80.40380104,59.9264732,-89.65940477,134.5167732
13.303,-8.398462935,-0.3791454889,34.92632118,80.19317446,58.54959718,-89.95261714,133.9793786
13.304,-8.318379889,-0.3212781222,34.83623103,79.97101767,57.18764484,-90.22410261,133.4397957
13.305,-8.238524655,-0.2647651418,34.74588003,79.73759513,55.84086412,-90.47440594,132.8980975
13.306,-8.158908366,-0.2095912598,34.6552891,79.49317107,54.50948517,-90.70406838,132.3543586
13.307,-8.079541892,-0.1557409665,34.5644786,79.23800926,53.1937208,-90.91362726,131.8086555
13.308,-8.000435839,-0.1031985479,34.47346837,78.97237291,51.89376688,-91.10361562,131.2610662
13.309,-7.921600551,-0.05194810259,34.38227771,78.69652448,50.60980275,-91.27456179,130.7116702
13.31,-7.843046107,-0.001973557855,34.29092542,78.41072549,49.34199166,-91.42698907,130.1605483
13.311,-7.76478233,0.04674131443,34.19942974,78.11523644,48.09048115,-91.56141543,129.6077827
13.312,-7.686818778,0.09421288224,34.10780842,77.8103166,46.85540354,-91.67835313,129.0534565
13.313,-7.609164754,0.1404576384,34.01607869,77.49622392,45.63687629,-91.77830849,128.4976541
13.314,-7.531829302,0.1854921861,33.92425729,77.17321488,44.43500248,-91.8617816,127.9404606
